ANNEE;NOM_MAT;TYPE;STATUT;FI_ET;FI_EJ;COM;NOMCOM;CPO;ADRESSE;LIT_OBS;SALTRAV;ACCTOT
2015;SA KERAUDREN-GRAND LARGE;2a;PRIVE LUCRATIF;290019777;290022508;29019;BREST;29220;R ERNESTINE DE TREMAUDAN;45;9;2475
2018;POLYCLINIQUE DE KERAUDREN;2a;PRIVE LUCRATIF;290019777;290022508;29019;BREST;29220;R ERNESTINE DE TREMAUDAN;44;9;1951
2023;POLYCLINIQUE DE KERAUDREN;2a;PRIVE LUCRATIF;290019777;290022508;29019;BREST;29801;375 rue ERNESTINE DE TREMAUDAN;34;9;1712
2013;CH ND LA MISERICORDE;2b;PUBLIC;2A0000022;2A0000014;2A004;AJACCIO;20184;27 AV IMPERATRICE EUGENIE;19;3;956
2018;CH ND LA MISERICORDE;2b;PUBLIC;2A0000022;2A0000014;2A004;AJACCIO;20184;27 AV IMPERATRICE EUGENIE;19;3;971
2022;CLINIQUE DU SUD DE LA CORSE;1;PRIVE LUCRATIF;2A0000154;2A0000204;2A247;PORTO VECCHIO;20538;R DU DOCTEUR JOURDAN;8;2;215
2023;CLINIQUE DU SUD DE LA CORSE;1;PRIVE LUCRATIF;2A0000154;2A0000204;2A247;PORTO VECCHIO;20538;R DU DOCTEUR JOURDAN;8;2;208
2016;CENTRE HOSPITALIER DE BASTIA;2b;PUBLIC;2B0000012;2B0000020;2B033;BASTIA;20604;;24;3;1013
2018;CENTRE HOSPITALIER DE BASTIA;2b;PUBLIC;2B0000012;2B0000020;2B033;BASTIA;20604;;24;3;971
2022;CENTRE HOSPITALIER DE BASTIA;2b;PUBLIC;2B0000012;2B0000020;2B033;BASTIA;20604;;22;3;1056
2014;POLYCLINIQUE -LA RESIDENCE- MAYMARD;1;PRIVE LUCRATIF;2B0000145;2B0000053;2B033;BASTIA;20200;13 R MARCEL PAUL;16;2;526
2013;GROUPE HOSPITALIER CAREMEAU CHU NIMES;3;PUBLIC;300782117;300780038;30189;NIMES;30029;PL DU PROFESSEUR ROBERT DEBRE;37;5;2188
2017;CHU NIMES CAREMEAU;3;PUBLIC;300782117;300780038;30189;NIMES;30029;PL DU PROFESSEUR ROBERT DEBRE;38;5;2249
2014;POLYCLINIQUE GRAND-SUD;1;PRIVE LUCRATIF;300788502;300788486;30189;NIMES;30932;350 AV DE SAINT-ANDRE DE CODOLS;35;4;1645
2019;POLYCL GRAND SUD;1;PRIVE LUCRATIF;300788502;300017985;30189;NIMES;30932;350 AV ST ANDRE DE CODOLS;33;4;1454
2014;HOPITAL  DES ENFANTS  CHU TLSE;3;PUBLIC;310016977;310781406;31555;TOULOUSE;31059;330 AV Grande-Bretagne;109;7;4518
2020;CL CAPIO LA CROIX DU SUD;1;PRIVE LUCRATIF;310026927;310026794;31445;QUINT FONSEGRIVES;31130;52 CHE DE RIBAUTE;22;10;1797
2014;CLINIQUE SARRUS-TEINTURIERS;2a;PRIVE LUCRATIF;310780135;310000054;31555;TOULOUSE;31076;49 ALL CHARLES DE FITTE;47;12;4019
2019;CL DE L'UNION;2a;PRIVE LUCRATIF;310780283;310000112;31488;SAINT-JEAN;31240;BD DE RATALENS;21;4;950
2018;HOPITAL JOSEPH DUCUING;1;PRIVE NON LUCRATIF;310781067;310788898;31555;TOULOUSE;31076;15 R DE VARSOVIE;39;5;2449
2019;CL D'OCCITANIE;1;PRIVE LUCRATIF;310781505;310000492;31395;MURET;31605;20 AV BERNARD IV;20;3;665
2023;CH AUCH EN GASCOGNE;2a;PUBLIC;320000086;320780117;32013;AUCH;32008;ALL MARIE CLARAC;20;5;762
2019;M.S.P.BX. BAGATELLE;1;PRIVE NON LUCRATIF;330000340;330780552;33522;TALENCE;33401;201 R ROBESPIERRE;40;6;2401
2022;MSP BORDEAUX BAGATELLE;1;PRIVE NON LUCRATIF;330000340;330780552;33522;TALENCE;33401;201 R ROBESPIERRE;41;6;2227
2015;CLINIQUE MUTUALISTE DU MEDOC;1;PRIVE NON LUCRATIF;330780495;330796392;33240;LESPARRE-MEDOC;33340;64 R ARISTIDE BRIAND;12;2;284
2020;HOPITAL PRIVE WALLERSTEIN;1;PRIVE NON LUCRATIF;330780537;330000324;33011;ARES;33740;14B BD JAVAL;13;2;375
2020;CH BEZIERS;2b;PUBLIC;340000033;340780055;34032;BEZIERS;34525;2 R VALENTIN HAUY;26;3;1297
2021;POLYCL CHAMPEAU;1;PRIVE LUCRATIF;340009885;340009877;34032;BEZIERS;34535;32 AV ENSEIGNE ALBERTINI;32;4;1524
2023;HOPITAL ARNAUD DE VILLENEUVE CHU MPT;3;PUBLIC;340796663;340780477;34172;MONTPELLIER;34295;371 AV DU DOYEN GASTON GIRAUD;74;9;3710
2018;CHP SAINT GREGOIRE;2a;PRIVE LUCRATIF;350000121;350000303;35278;SAINT-GREGOIRE;35768;6 BD DE LA BOUTIERE;48;5;2000
2020;CLINIQUE MUTUALISTE DE LA SAGESSE;2a;PRIVE NON LUCRATIF;350000139;350001137;35238;RENNES;35043;4 PL ST GUENOLE;53;8;3591
2018;C.H FOUGERES;2a;PUBLIC;350000154;350000030;35115;FOUGERES;35305;133 R DE LA FORET;14;4;762
2013;CENTRE HOSPITALIER DE REDON;1;PUBLIC;350000162;350000048;35236;REDON;35603;8 AV ETIENNE GASCON;17;2;625
2018;CHIRC SITE REDON;1;PUBLIC;350000162;350000048;35236;REDON;35603;8 AV ETIENNE GASCON;12;3;510
2023;CH DU CHINONAIS;1;PUBLIC;370000531;370000606;37210;SAINT BENOIT LA FORET;37500;28 RTE DEPARTEMENTALE 751;12;3;519
2017;CHRU BRETONNEAU - TOURS;3;PUBLIC;370000861;370000481;37261;TOURS;37044;2 BD TONNELLE;68;7;3527
2019;CHRU BRETONNEAU - TOURS;3;PUBLIC;370000861;370000481;37261;TOURS;37044;2 BD TONNELLE;66;7;3396
2019;CH PIERRE OUDOT BOURGOIN JALLIEU;2a;PUBLIC;380000034;380780049;38053;BOURGOIN-JALLIEU;38302;30 AV DU MÉDIPÔLE;31;1;1322
2021;HOPITAL NORD - CHU38;3;PUBLIC;380000067;380780080;38516;TRONCHE;38700;BD DE LA CHANTOURNE;57;6;2503
2019;CH LUCIEN HUSSEL DE VIENNE;2a;PUBLIC;380000174;380781435;38544;VIENNE;38200;MTE DU DOCTEUR CHAPUIS;28;4;1521
2013;GROUPE HOSPIT. MUTUALISTE DE GRENOBLE;1;PRIVE NON LUCRATIF;380012658;380012609;38185;GRENOBLE;38028;8 R DOCTEUR CALMETTE;29;5;1816
2018;GROUPE HOSPIT. MUTUALISTE DE GRENOBLE;1;PRIVE NON LUCRATIF;380012658;380012609;38185;GRENOBLE;38028;8 R DOCTEUR CALMETTE;29;6;1669
2016;CLINIQUE ST VINCENT DE PAUL BOURGOIN;2a;PRIVE NON LUCRATIF;380780197;380798173;38053;BOURGOIN-JALLIEU;38300;70 AV DU MÉDIPÔLE;33;4;1334
2021;CLINIQUE ST VINCENT DE PAUL BOURGOIN;1;PRIVE NON LUCRATIF;380780197;380798173;38053;BOURGOIN JALLIEU;38300;70 AV DU MÉDIPÔLE;33;4;1263
2013;CLINIQUE DES CEDRES;1;PRIVE LUCRATIF;380785956;380795211;38151;ECHIROLLES;38432;21 R ALBERT LONDRES;31;8;1311
2015;CLINIQUE DES CEDRES;1;PRIVE LUCRATIF;380785956;380795211;38151;ECHIROLLES;38432;21 R ALBERT LONDRES;31;8;1217
2017;CLINIQUE DES CEDRES;1;PRIVE LUCRATIF;380785956;380795211;38151;ECHIROLLES;38130;21 RUE ALBERT LONDRES;31;8;1168
2015;SAS CLINIQUE BELLEDONNE;2a;PRIVE LUCRATIF;380786442;380798025;38421;SAINT-MARTIN-D'HERES;38400;83 AV GABRIEL PERI;70;5;1891
2020;CLINIQUE BELLEDONNE;2a;PRIVE LUCRATIF;380786442;380798025;38421;SAINT MARTIN D HERES;38400;83 AV GABRIEL PERI;39;5;1871
2021;CLINIQUE BELLEDONNE;2a;PRIVE LUCRATIF;380786442;380798025;38421;SAINT MARTIN D HERES;38400;83 AV GABRIEL PERI;39;5;1811
2014;CH LONS;2b;PUBLIC;390000040;390780146;39300;LONS-LE-SAUNIER;39016;55 R DU DR JEAN MICHEL;19;5;1054
2022;CH LONS;2b;PUBLIC;390000040;390780146;39300;LONS LE SAUNIER;39016;55 R DR JEAN MICHEL;16;5;1055
2023;CH LONS;2b;PUBLIC;390000040;390780146;39300;LONS LE SAUNIER;39016;55 R DR JEAN MICHEL;16;5;961
2014;CH LOUIS JAILLON SAINT CLAUDE;1;PUBLIC;390000065;390780161;39478;SAINT-CLAUDE;39206;2 MTE DE L'HOPITAL;18;3;387
2017;CH LOUIS JAILLON SAINT CLAUDE;1;PUBLIC;390000065;390780161;39478;SAINT-CLAUDE;39206;2 MTE DE L'HOPITAL;13;3;311
2021;CH LOUIS PASTEUR DOLE;2a;PUBLIC;390000222;390780609;39198;DOLE;39108;AV LEON JOUHAUX;16;4;811
2018;CENTRE HOSPITALIER DAX;2a;PUBLIC;400000105;400780193;40088;DAX;40107;51 BD YVES DU MANOIR;21;3;995
2018;CENTRE HOSPITALIER DE MONT DE MARSAN;2b;PUBLIC;400000139;400011177;40192;MONT-DE-MARSAN;40024;AV PIERRE DE COUBERTIN;18;4;1239
2017;CH ROMORANTIN-LANTHENAY;1;PUBLIC;410000046;410000103;41194;ROMORANTIN-LANTHENAY;41206;96 R DES CAPUCINS;13;2;438
2016;CLINIQUE DU SAINT COEUR - VENDOME;1;PRIVE LUCRATIF;410004998;410000871;41269;VENDOME;41100;10B R HONORE DE BALZAC;22;3;556
2014;CH DE ROANNE;2b;PUBLIC;420000010;420780033;42187;ROANNE;42328;28 R DE CHARLIEU;46;5;1935
2016;CH DE ROANNE;2b;PUBLIC;420000010;420780033;42187;ROANNE;42328;28 R DE CHARLIEU;46;5;1803
2018;CENTRE HOSPITALIER DE ROANNE;2b;PUBLIC;420000010;420780033;42187;ROANNE;42328;28 R DE CHARLIEU;31;5;1675
2021;CH DE ROANNE;2b;PUBLIC;420000010;420780033;42187;ROANNE;42328;28 R DE CHARLIEU;31;5;1568
2014;CH DU FOREZ SITE DE MONTBRISON;1;PUBLIC;420000226;420013831;42147;MONTBRISON;42605;10 AV DES MONTS DU SOIR;21;4;893
2021;CH DU FOREZ SITE DE MONTBRISON;1;PUBLIC;420000226;420013831;42147;MONTBRISON;42605;AV DES MONTS DU SOIR;15;4;790
2015;Hôpital Le Corbusier Firminy;1;PUBLIC;420000234;420780652;42095;FIRMINY;42700;2 R ROBERT PLOTON;25;4;1334
2020;CH DE FIRMINY;1;PUBLIC;420000234;420780652;42095;FIRMINY;42700;2 R ROBERT PLOTON;25;4;1132
2022;CH DE FIRMINY;1;PUBLIC;420000234;420780652;42095;FIRMINY;42700;2 R ROBERT PLOTON;25;4;1122
2015;HOPITAL PRIVE DE LA LOIRE;2a;PRIVE LUCRATIF;420011413;420011405;42218;SAINT-ETIENNE;42100;39 BD DE LA PALLE;44;5;1567
2018;HÔPITAL PRIVÉ DE LA LOIRE;2a;PRIVE LUCRATIF;420011413;420011405;42218;SAINT-ETIENNE;42100;39 BD DE LA PALLE;44;5;1696
2020;HOPITAL PRIVE DE LA LOIRE;2a;PRIVE LUCRATIF;420011413;420011405;42218;SAINT ETIENNE;42100;39 BD DE LA PALLE;44;5;1682
2019;HOPITAL DU GIER - MCO;1;PUBLIC;420780637;420002495;42207;SAINT-CHAMOND;42403;19 R VICTOR HUGO;19;3;695
2021;CH DU GIER - MCO;1;PUBLIC;420780637;420002495;42207;SAINT CHAMOND;42403;19 R VICTOR HUGO;19;3;606
2015;HOPITAL NORD;3;PUBLIC;420785354;420784878;42275;SAINT-PRIEST-EN-JAREZ;42277;AV ALBERT RAIMOND;67;11;3197
2014;CENTRE HOSPITALIER LE PUY - EMILE ROUX;2a;PUBLIC;430000117;430000018;43157;LE PUY-EN-VELAY;43012;12 BD DU DR CHANTEMESSE;21;3;1100
2020;CH EMILE ROUX LE PUY;2a;PUBLIC;430000117;430000018;43157;PUY EN VELAY;43012;12 BD DU DR CHANTEMESSE;21;3;980
2021;CH EMILE ROUX LE PUY;2a;PUBLIC;430000117;430000018;43157;PUY EN VELAY;43012;12 BD DU DR CHANTEMESSE;21;3;997
2019;CENTRE HOSPITALIER DE SAINT- NAZAIRE;2b;PUBLIC;440000016;440000057;44184;SAINT-NAZAIRE;44606;11 BD GEORGES CHARPAK;41;7;2406
2022;CHU DE NANTES SITE HOTEL DIEU HME;3;PUBLIC;440000271;440000289;44109;NANTES;44093;1 PL ALEXIS RICORDEAU;73;12;4254
2021;CH ERDRE ET LOIRE;1;PUBLIC;440000396;440053643;44003;ANCENIS SAINT GEREON;44156;160 R DU VERGER;15;2;595
2014;CENTRE HOSPITALIER CHATEAUBRIANT;2a;PUBLIC;440000503;440000313;44036;CHATEAUBRIANT;44146;9 R DE VERDUN;15;4;678
2017;CENTRE HOSPITALIER CHATEAUBRIANT;2a;PUBLIC;440000503;440000313;44036;CHATEAUBRIANT;44146;9 R DE VERDUN;15;4;568
2017;POLYCLINIQUE DE L'ATLANTIQUE;2a;PRIVE LUCRATIF;440033819;440006344;44162;SAINT-HERBLAIN;44819;AV CLAUDE BERNARD;93;12;4456
2023;CH DEZARNAULDS - GIEN;1;PUBLIC;450000047;450000096;45155;GIEN;45503;2 AV JEAN VILLEJEAN;20;2;641
2017;CH AGGLOMERATION MONTARGOISE;2b;PUBLIC;450000062;450000104;45004;AMILLY;45200;658 R DES BOURGOINS;25;3;1248
2015;CH PITHIVIERS;1;PUBLIC;450000070;450000112;45252;PITHIVIERS;45307;10 BD BEAUVALLET;15;2;506
2016;POLYCLINIQUE LES LONGUES ALLEES;2a;PRIVE LUCRATIF;450010079;450000195;45302;SARAN;45770;555 AV JACQUELINE AURIOL;30;4;517
2014;CTRE HOSPITALIER JEAN ROUGIER CAHORS;2a;PUBLIC;460000110;460780216;46042;CAHORS;46005;335 R PRESIDENT WILSON;18;3;775
2021;CH JEAN ROUGIER CAHORS;2a;PUBLIC;460000110;460780216;46042;CAHORS;46005;52 PL ANTONIN BERGON;18;3;759
2013;CLINIQUE ESQUIROL-SAINT-HILAIRE;1;PRIVE LUCRATIF;470000027;470014069;47001;AGEN;47002;1 R DR ET MME DELMAS;26;4;1005
2015;CLINIQUE ESQUIROL-SAINT-HILAIRE;1;PRIVE LUCRATIF;470000027;470014069;47001;AGEN;47002;1 R DR ET MME DELMAS;26;4;808
2020;CLINIQUE ESQUIROL-SAINT-HILAIRE;1;PRIVE LUCRATIF;470000027;470014069;47001;AGEN;47002;1 R DR ET MME DELMAS;26;4;474
2018;CH AGEN NERAC - HOPITAL SAINT-ESPRIT;2b;PUBLIC;470000423;470016171;47001;AGEN;47923;RTE DE VILLENEUVE;20;3;1080
2014;CENTRE HOSPITALIER DE VILLENEUVE;1;PUBLIC;470000431;470000324;47323;VILLENEUVE-SUR-LOT;47307;2 BD SAINT CYR;24;3;795
2017;CENTRE HOSPITALIER DE MARMANDE - CHIC;1;PUBLIC;470000480;470001660;47157;MARMANDE;47207;76 R DOCTEUR COURRET;16;4;672
2018;CENTRE HOSPITALIER DE MARMANDE - CHIC;1;PUBLIC;470000480;470001660;47157;MARMANDE;47207;76 R DOCTEUR COURRET;18;4;687
2016;HOPITAL LOZERE SITE VALLEE DU LOT;2a;PUBLIC;480000017;480780097;48095;MENDE;48000;AV DU HUIT MAI 1945;11;2;478
2020;HOPITAL LOZERE SITE VALLEE DU LOT;2a;PUBLIC;480000017;480780097;48095;MENDE;48000;AV DU HUIT MAI 1945;7;2;388
2021;HOPITAL LOZERE SITE VALLEE DU LOT;2a;PUBLIC;480000017;480780097;48095;MENDE;48000;AV DU HUIT MAI 1945;7;2;420
2020;CHR ANGERS SITE LARREY;3;PUBLIC;490000049;490000031;49007;ANGERS;49933;4 R LARREY;73;11;3634
2013;CENTRE HOSPITALIER DE CHOLET;2b;PUBLIC;490000635;490000676;49099;CHOLET;49325;1 R MARENGO;40;8;2020
2020;CH DE SAUMUR;2a;PUBLIC;490001765;490528452;49328;SAUMUR;49403;RTE DE FONTEVRAUD;18;4;1021
2023;CH DE SAUMUR;2a;PUBLIC;490001765;490528452;49328;SAUMUR;49403;RTE DE FONTEVRAUD;18;4;1006
2014;POLYCLINIQUE DU PARC;1;PRIVE LUCRATIF;490002037;490000890;49099;CHOLET;49300;AV DES SABLES;50;0;1123
2017;POLYCLINIQUE DU PARC;1;PRIVE LUCRATIF;490002037;490000890;49099;CHOLET;49300;AV DES SABLES;50;0;710
2018;POLYCLINIQUE DU PARC;1;PRIVE LUCRATIF;490002037;490000890;49099;CHOLET;49300;AV DES SABLES;50;0;662
2013;CLINIQUE DE L'ANJOU;2a;PRIVE LUCRATIF;490014909;490008109;49007;ANGERS;49044;9 R DE L HIRONDELLE;50;5;2191
2023;CLINIQUE DE L'ANJOU;2a;PRIVE LUCRATIF;490014909;490008109;49007;ANGERS;49044;9 R DE L HIRONDELLE;27;6;1634
2019;CHAG - SITE AVRANCHES;2b;PUBLIC;500000021;500000054;50025;AVRANCHES;50303;59 R DE LA LIBERTE;24;4;1096
2022;CHAG - SITE AVRANCHES;2b;PUBLIC;500000021;500000054;50025;AVRANCHES;50303;59 R DE LA LIBERTE;24;4;1080
2020;CHPC - SITE CHERBOURG;3;PUBLIC;500000187;500000013;50129;CHERBOURG EN COTENTIN;50102;46 R DU VAL DE SAIRE;27;5;1643
2013;CENTRE HOSPITALIER VITRY LE FRANCOIS;1;PUBLIC;510000250;510000078;51649;VITRY-LE-FRANCOIS;51308;2 R CHARLES SIMON;10;2;372
2014;HOPITAL MAISON BLANCHE CHR REIMS;3;PUBLIC;510004302;510000029;51454;REIMS;51092;45 R COGNACQ JAY;28;5;1829
2018;HOPITAL MAISON BLANCHE CHU REIMS;3;PUBLIC;510004302;510000029;51454;REIMS;51092;45 R COGNACQ JAY;36;5;1845
2020;HOPITAL MAISON BLANCHE CHU REIMS;3;PUBLIC;510004302;510000029;51454;REIMS;51092;45 R COGNACQ JAY;40;5;2035
2021;HOPITAL MAISON BLANCHE CHU REIMS;3;PUBLIC;510004302;510000029;51454;REIMS;51092;45 R COGNACQ JAY;40;5;2102
2020;CENTRE HOSPITALIER DE CHAUMONT;2a;PUBLIC;520000027;520780032;52121;CHAUMONT;52014;2 R JEANNE D'ARC;17;4;540
2014;CENTRE HOSPITALIER DE LANGRES;1;PUBLIC;520000043;520780057;52269;LANGRES;52200;10 R DE LA CHARITE;12;2;325
2018;CENTRE HOSPITALIER DU HAUT ANJOU;1;PUBLIC;530000017;530000025;53062;CHATEAU-GONTIER;53204;1 QU G LEFEVRE;22;4;783
2019;CENTRE HOSPITALIER DU HAUT ANJOU;1;PUBLIC;530000017;530000025;53062;CHATEAU-GONTIER;53204;1 QU G LEFEVRE;22;4;779
2016;CENTRE HOSPITALIER NORD MAYENNE;1;PUBLIC;530000173;530000074;53147;MAYENNE;53103;229 BD PAUL LINTIER;17;2;740
2018;CENTRE HOSPITALIER NORD MAYENNE;1;PUBLIC;530000173;530000074;53147;MAYENNE;53103;229 BD PAUL LINTIER;15;2;670
2020;CENTRE HOSPITALIER DE LAVAL;2b;PUBLIC;530000264;530000371;53130;LAVAL;53015;33 R DU HAUT ROCHER;20;5;1151
2013;CHU NANCY - MATERNITE;3;PUBLIC;540000015;540023264;54395;NANCY;54042;10 R DU DR HEYDENREICH;68;7;3248
2015;CENTRE HOSPITALIER SAINT CHARLES TOUL;1;PUBLIC;540000023;540000049;54528;TOUL;54201;1 CRS RAYMOND POINCARE;18;2;605
2017;CENTRE HOSPITALIER SAINT CHARLES TOUL;1;PUBLIC;540000023;540000049;54528;TOUL;54201;1 CRS RAYMOND POINCARE;15;2;559
2020;CENTRE HOSPITALIER DE LUNEVILLE;1;PUBLIC;540000155;540000080;54329;LUNEVILLE;54301;6 R GIRARDET;13;2;561
2021;CENTRE HOSPITALIER DE LUNEVILLE;1;PUBLIC;540000155;540000080;54329;LUNEVILLE;54301;6 R GIRARDET;13;2;571
2021;CH DE MT ST MARTIN (GROUPE SOS SANTE);1;PRIVE NON LUCRATIF;540001096;570010181;54382;MONT SAINT MARTIN;54350;4 R ALFRED LABBE.;21;2;436
2016;POLYCLINIQUE MAJORELLE;2b;PRIVE LUCRATIF;540013224;540000536;54395;NANCY;54000;95 rue AMBROISE PARE;47;9;2452
2018;POLYCLINIQUE MAJORELLE;2b;PRIVE LUCRATIF;540013224;540000536;54395;NANCY;54000;95 R AMBROISE PARÉ;47;9;2402
2022;POLYCLINIQUE MAJORELLE;2b;PRIVE LUCRATIF;540013224;540000536;54395;NANCY;54000;95 R AMBROISE PARÉ;47;8;1996
2013;CH DE VERDUN - HOPITAL SAINT NICOLAS;2a;PUBLIC;550000012;550000020;55545;VERDUN;55107;2 R D'ANTHOUARD;18;3;860
2020;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;2a;PUBLIC;550000012;550006795;55545;VERDUN;55107;2 R D'ANTHOUARD;18;3;854
2022;CH VERDUN/ST MIHIEL-HOP ST NICOLAS;2a;PUBLIC;550000012;550006795;55545;VERDUN;55107;2 R D'ANTHOUARD;18;3;833
2014;CENTRE HOSPITALIER DE BAR-LE-DUC;2a;PUBLIC;550000434;550003354;55029;BAR-LE-DUC;55012;1 BD D'ARGONNE;24;4;621
2015;CENTRE HOSPITALIER DE BAR-LE-DUC;2a;PUBLIC;550000434;550003354;55029;BAR-LE-DUC;55012;1 BD D'ARGONNE;22;4;600
2018;CENTRE HOSPITALIER DE BAR-LE-DUC;2a;PUBLIC;550000434;550003354;55029;BAR-LE-DUC;55012;1 BD D'ARGONNE;16;4;525
2019;GHBS- HÔPITAL DU SCORFF;2b;PUBLIC;560000135;560005746;56121;LORIENT;56322;5 AV DE CHOISEUL;40;7;2544
2014;CHCB- SITE KÉRIO;2a;PUBLIC;560000143;560014748;56151;NOYAL-PONTIVY;56306;SITE DE NOYAL PONTIVY - KERIO;25;2;1014
2017;CHCB- SITE KÉRIO;2a;PUBLIC;560000143;560014748;56151;NOYAL-PONTIVY;56920;KÉRIO;24;5;929
2014;HOPITAL PRIVE OCEANE;1;PRIVE LUCRATIF;560008799;560013989;56260;VANNES;56000;11 R DU DOCTEUR JOSEPH AUDIC;30;4;1139
2017;HÔPITAL PRIVÉ OCÉANE;2a;PRIVE LUCRATIF;560008799;560013989;56260;VANNES;56000;R DU DOCTEUR AUDIC;30;4;961
2018;CH MARIE-MADELEINE DE FORBACH;2b;PUBLIC;570000059;570025254;57227;FORBACH;57604;2 R THERESE;18;3;1017
2021;CH MARIE-MADELEINE DE FORBACH;2b;PUBLIC;570000059;570025254;57227;FORBACH;57604;2 R THERESE;18;3;991
2023;CH MARIE-MADELEINE DE FORBACH;2b;PUBLIC;570000059;570025254;57227;FORBACH;57604;2 R THERESE;18;4;880
2018;CLINIQUE SAINT NABOR DE SAINT AVOLD;1;PRIVE LUCRATIF;570000083;570000729;57606;SAINT-AVOLD;57504;75 R DES GENERAUX ALTMAYER;28;4;847
2013;CH DE SARREBOURG - HÔPITAL ST NICOLAS;1;PUBLIC;570000117;570015099;57630;SARREBOURG;57402;25 AV DU GENERAL DE GAULLE;15;2;418
2014;CHR METZ-THIONVILLE - HOPITAL BEL AIR;2b;PUBLIC;570000349;570005165;57672;THIONVILLE;57126;2 R DE FRISCATY;52;6;2325
2021;HOPITAL BEL AIR DE THIONVILLE - CHR;2b;PUBLIC;570000349;570005165;57672;THIONVILLE;57126;1 R DE FRISCATY;36;6;2222
2013;HOPITAL-CLINIQUE CLAUDE BERNARD;2b;PRIVE LUCRATIF;570000646;570001115;57463;METZ;57072;97 R CLAUDE BERNARD;31;5;2172
2017;HOPITAL-CLINIQUE CLAUDE BERNARD;2b;PRIVE LUCRATIF;570000646;570001115;57463;METZ;57072;97 R CLAUDE BERNARD;32;5;1767
2019;HOPITAL-CLINIQUE CLAUDE BERNARD;2b;PRIVE LUCRATIF;570000646;570001115;57463;METZ;57072;97 R CLAUDE BERNARD;32;5;1672
2021;HOPITAL-CLINIQUE CLAUDE BERNARD;1;PRIVE LUCRATIF;570000646;570001115;57463;METZ;57072;97 R CLAUDE BERNARD;25;5;1485
2019;HOPITAL ROBERT PAX DE SARREGUEMINES;1;PUBLIC;570000901;570000158;57631;SARREGUEMINES;57211;2 R RENE FRANCOIS-JOLLY;17;3;685
2021;HOPITAL ROBERT PAX DE SARREGUEMINES;1;PUBLIC;570000901;570000158;57631;SARREGUEMINES;57211;2 R RENE FRANCOIS-JOLLY;17;3;642
2022;HOPITAL DE MERCY - CHR METZ THIONVILLE;2b;PUBLIC;570026682;570005165;57031;ARS LAQUENEXY;57085;1 ALL DU CHATEAU;60;7;2924
2023;HOPITAL DE MERCY - CHR METZ THIONVILLE;2b;PUBLIC;570026682;570005165;57031;ARS LAQUENEXY;57085;1 ALL DU CHATEAU;60;7;2803
2016;PÔLE DE SANTÉ DE COSNE-SUR-LOIRE;1;PRIVE LUCRATIF;580780195;580005148;58086;COSNE-COURS-SUR-LOIRE;58200;8 R FRANC NOHAIN;15;2;307
2016;HOPITAL PIERRE BEREGOVOY;2b;PUBLIC;580972693;580780039;58194;NEVERS;58033;1 AV PATRICK GUILLOT;34;4;1157
2018;HOPITAL PIERRE BEREGOVOY;2b;PUBLIC;580972693;580780039;58194;NEVERS;58033;1 AV PATRICK GUILLOT;25;4;1226
2021;HOPITAL PIERRE BEREGOVOY;2b;PUBLIC;580972693;580780039;58194;NEVERS;58033;1 AV PATRICK GUILLOT;25;4;1162
2023;CH SECLIN;2a;PUBLIC;590000121;590780227;59560;SECLIN;59113;R D'APOLDA;39;4;1825
2021;CH DUNKERQUE;2a;PUBLIC;590000337;590781415;59183;DUNKERQUE;59140;130 AV LOUIS HERBEAUX;23;4;1595
2013;CH CAMBRAI;1;PUBLIC;590000428;590781605;59122;CAMBRAI;59407;516 AV DE PARIS;17;0;571
2015;CH CAMBRAI;1;PUBLIC;590000428;590781605;59122;CAMBRAI;59407;516 AV DE PARIS;19;3;586
2016;CH CAMBRAI;1;PUBLIC;590000428;590781605;59122;CAMBRAI;59407;516 AV DE PARIS;17;3;573
2018;CH CAMBRAI;1;PUBLIC;590000428;590781605;59122;CAMBRAI;59407;516 AV DE PARIS;17;3;474
2013;CH LE CATEAU;1;PUBLIC;590000436;590781621;59136;LE CATEAU-CAMBRESIS;59360;28 BD PATURLE;15;0;513
2018;CH LE CATEAU;1;PUBLIC;590000436;590781621;59136;LE CATEAU-CAMBRESIS;59360;28 BD PATURLE;15;2;422
2020;CH LE CATEAU;1;PUBLIC;590000436;590781621;59136;CATEAU CAMBRESIS;59360;28 BD PATURLE;15;2;402
2014;CH FOURMIES;1;PUBLIC;590000469;590781662;59249;FOURMIES;59611;R DE L HOPITAL;28;3;774
2015;CH FOURMIES;1;PUBLIC;590000469;590781662;59249;FOURMIES;59611;R DE L HOPITAL;28;3;672
2017;CH FOURMIES;1;PUBLIC;590000469;590781662;59249;FOURMIES;59611;R DE L HOPITAL;14;4;540
2022;CH FOURMIES;1;PUBLIC;590000469;590781662;59249;FOURMIES;59611;R DE L HOPITAL;14;4;526
2023;CH FOURMIES;1;PUBLIC;590000469;590781662;59249;FOURMIES;59611;R DE L HOPITAL;14;4;534
2013;CH SAMBRE AVESNOIS MAUBEUGE;2b;PUBLIC;590000535;590781803;59392;MAUBEUGE;59607;13 BD PASTEUR;25;3;976
2016;CH SAMBRE AVESNOIS MAUBEUGE;2b;PUBLIC;590000535;590781803;59392;MAUBEUGE;59607;13 BD PASTEUR;25;3;1006
